Fait-il chaud aujourd'hui?,temperature
Fait-il chaud dehors?,temperature
La chaleur va-t-elle être inconfortable?,temperature
La chaleur va-t-elle être brûlante?,temperature
Fait-il froid aujourd'hui?, temperature
Fait-il froid dehors?,temperature
Le froid va-t-il être inconfortable?,temperature
Va-t-il faire frisquet?,temperature
Quelle est la maximale prévue pour aujourd'hui?,temperature
Quelle températures est prévue?,temperature
Est-ce que les hautes températures seront dangereuses?,temperature
Fait-il dangereusement froid?,temperature
Quand la chaleur retombera-t-elle?,temperature
Fait-il chaud?,temperature
Fait-il froid?,temperature
Fait-il froid maintenant?,temperature
Va-t-on avoir une journée froide aujourd'hui?,temperature
Quand le froid va-t-il cesser?,temperature
Quels maximales attend-on?,temperature
Quels minimales attend-on?,temperature
Fait-il bon?,temperature
Fail-il froid?,temperature
Quelle est la température actuelle en Celsius?,temperature
Quelle est la température actuelle en Fahrenheit?,temperature
Y a-t-il du vent?,conditions
Va-t-il pleuvoir aujourd'hui?,conditions
Quelles sont les probabilités de pluie?,conditions
Va-t-on avoir de la neige?,conditions
S'attend-on à un temps ensoleillé?,conditions
Le temps est-il couvert?,conditions
Le temps va-t-il être nuageux?,conditions
Combien de pluie va-t-il tomber aujourd'hui?,conditions
Combien de neige attend-on?,conditions
Il y a du vent dehors?,conditions
Les prévisions sont-elles à la neige pour aujourd'hui?,conditions
Va-t-on voir un peu de soleil?,conditions
Quand la pluie va-t-elle s'arrêter?,conditions
Fait-il nuageux?,conditions
Fait-il soleil maintenant?,conditions
Va-t-il pleuvoir?,conditions
les vents sont-ils dangereux?,conditions
Combien attend-on de chute de neige aujourd'hui?,conditions
Va-t-il faire sec?,conditions
Va-t-il y avoir de la brise?,conditions
Est-ce que ça va être humide?,conditions
Quel est le taux d'humidité attendu?,conditions
Va-t-on être touchés par le blizard?,conditions
Est-ce qu'il bruine?,conditions
